2023-04-11 23:00:00.031784,22.80'C,59.80%
2023-04-11 23:30:00.216231,22.80'C,59.90%
2023-04-12 00:00:05.295258,22.40'C,59.90%
2023-04-12 00:30:14.155150,22.80'C,59.60%
2023-04-12 01:00:09.022927,22.80'C,60.00%
2023-04-12 01:30:00.270691,22.80'C,60.10%
2023-04-12 02:00:01.283063,22.80'C,60.40%
2023-04-12 02:30:09.373482,22.80'C,60.30%
2023-04-12 03:00:07.641304,22.80'C,59.90%
2023-04-12 03:30:13.482648,22.70'C,59.90%
2023-04-12 04:00:12.539994,22.70'C,59.90%
2023-04-12 04:30:11.404215,22.70'C,59.90%
2023-04-12 05:00:11.572979,22.70'C,59.80%
2023-04-12 05:30:10.081658,22.60'C,59.80%
2023-04-12 06:00:00.280316,22.60'C,59.90%
2023-04-12 06:30:08.602446,22.60'C,60.30%
2023-04-12 07:00:00.470149,22.60'C,59.80%
2023-04-12 07:30:01.122659,22.60'C,59.30%
2023-04-12 08:00:07.241508,22.60'C,59.60%
2023-04-12 08:30:17.000018,22.60'C,59.80%
2023-04-12 09:00:00.436341,22.50'C,59.40%
2023-04-12 09:30:08.960014,22.50'C,60.30%
2023-04-12 10:00:10.520218,22.50'C,60.20%
2023-04-12 10:30:01.379825,22.50'C,60.60%
2023-04-12 11:00:14.749851,22.50'C,60.90%
2023-04-12 11:30:07.291803,22.60'C,60.90%
2023-04-12 12:00:10.116996,22.50'C,60.50%
2023-04-12 12:30:09.717857,22.50'C,60.00%
2023-04-12 13:00:07.412804,22.40'C,59.30%
2023-04-12 13:30:02.745893,22.40'C,58.60%
2023-04-12 14:00:14.029903,22.30'C,56.00%
2023-04-12 14:30:17.269669,22.40'C,56.70%
2023-04-12 15:00:00.257369,22.50'C,57.80%
2023-04-12 15:30:11.134793,22.50'C,58.10%
2023-04-12 16:00:08.171213,22.50'C,57.70%
2023-04-12 16:30:11.429945,22.70'C,58.00%
2023-04-12 17:00:13.909478,22.70'C,57.90%
2023-04-12 17:30:16.278237,22.70'C,58.70%
2023-04-12 18:00:02.052160,22.70'C,59.20%
2023-04-12 18:30:07.642265,22.70'C,60.10%
2023-04-12 19:00:13.703612,22.60'C,59.70%
2023-04-12 19:30:09.282574,22.70'C,60.20%
2023-04-12 20:00:06.786318,22.80'C,61.00%
2023-04-12 20:30:10.061796,22.90'C,62.80%
2023-04-12 21:00:05.095510,22.90'C,63.30%
2023-04-12 21:30:05.221128,22.90'C,63.20%
2023-04-12 22:00:10.369247,23.00'C,63.30%
2023-04-12 22:30:05.790255,23.10'C,63.10%
2023-04-12 23:00:05.762104,23.00'C,62.60%
2023-04-12 23:30:02.096862,23.00'C,62.30%
2023-04-13 00:00:17.776453,23.00'C,62.30%
2023-04-13 00:30:00.412123,23.00'C,62.20%
2023-04-13 01:00:14.713518,23.00'C,61.90%
2023-04-13 01:30:07.191351,23.00'C,61.90%
2023-04-13 02:00:00.874355,23.00'C,61.90%
2023-04-13 02:30:04.155840,23.00'C,61.50%
2023-04-13 03:00:02.548051,22.90'C,61.60%
2023-04-13 03:30:10.862353,22.90'C,61.10%
2023-04-13 04:00:06.063967,22.90'C,61.20%
2023-04-13 04:30:16.491467,22.90'C,61.30%
2023-04-13 05:00:01.172644,22.80'C,61.00%
2023-04-13 05:30:10.441621,22.80'C,61.10%
2023-04-13 06:00:11.048018,22.80'C,61.10%
2023-04-13 06:30:00.122862,22.80'C,61.10%
2023-04-13 07:00:13.439747,22.70'C,60.90%
2023-04-13 07:30:14.353440,22.70'C,60.50%
2023-04-13 08:00:12.362864,22.60'C,60.00%
2023-04-13 08:30:08.012680,22.60'C,58.60%
2023-04-13 09:00:08.248821,22.70'C,58.50%
2023-04-13 09:30:06.505010,22.70'C,57.90%
2023-04-13 10:00:13.942658,22.70'C,57.90%
2023-04-13 10:30:07.233666,22.70'C,58.90%
2023-04-13 11:00:07.553088,22.70'C,59.80%
2023-04-13 11:30:08.494803,22.70'C,59.90%
2023-04-13 12:00:05.123217,22.70'C,60.00%
2023-04-13 12:30:17.249223,22.70'C,59.20%
2023-04-13 13:00:13.410602,22.70'C,58.10%
2023-04-13 13:30:16.467768,22.80'C,58.00%
2023-04-13 14:00:01.059907,22.80'C,57.70%
2023-04-13 14:30:15.918813,22.80'C,58.00%
2023-04-13 15:00:08.571490,23.00'C,58.60%
2023-04-13 15:30:08.661127,23.00'C,56.70%
2023-04-13 16:00:03.959975,23.00'C,54.10%
2023-04-13 16:30:03.709606,23.00'C,50.80%
2023-04-13 17:00:12.695493,22.90'C,49.30%
2023-04-13 17:30:15.432808,23.00'C,48.20%
2023-04-13 18:00:13.289566,23.00'C,48.30%
2023-04-13 18:30:03.951638,23.10'C,48.80%
2023-04-13 19:00:00.840116,23.40'C,51.00%
2023-04-13 19:30:17.091021,23.30'C,55.90%
2023-04-13 20:00:22.296211,23.20'C,57.90%
2023-04-13 20:30:11.699104,23.30'C,59.30%
2023-04-13 21:00:01.562355,23.30'C,57.00%
2023-04-13 21:30:08.510070,23.10'C,54.10%
2023-04-13 22:00:11.748369,23.30'C,54.70%
2023-04-13 22:30:01.800640,23.40'C,55.80%
2023-04-13 23:00:06.312830,23.20'C,54.10%
2023-04-13 23:30:01.763760,23.10'C,53.00%
2023-04-14 00:00:21.589582,23.00'C,51.40%
2023-04-14 00:30:08.692413,23.00'C,51.10%
2023-04-14 01:00:01.817773,23.00'C,50.50%
2023-04-14 01:30:01.799194,23.00'C,50.10%
2023-04-14 02:00:09.577383,22.90'C,49.60%
2023-04-14 02:30:00.193910,22.90'C,49.60%
2023-04-14 03:00:07.364559,22.90'C,51.40%
2023-04-14 03:30:07.410151,22.90'C,51.30%
2023-04-14 04:00:11.478555,22.90'C,51.50%
2023-04-14 04:30:08.661472,22.80'C,52.10%
2023-04-14 05:00:13.834965,22.80'C,52.20%
2023-04-14 05:30:00.706451,22.80'C,52.50%
2023-04-14 06:00:00.032749,22.80'C,52.90%
2023-04-14 06:30:01.289390,22.80'C,53.10%
2023-04-14 07:00:04.215929,22.80'C,53.20%
2023-04-14 07:30:07.182832,22.80'C,54.00%
2023-04-14 08:00:04.065132,22.80'C,54.00%
2023-04-14 08:30:08.080867,22.80'C,54.60%
2023-04-14 09:00:07.467570,23.00'C,55.20%
2023-04-14 09:30:05.857657,22.80'C,55.00%
